57	17.6	-47	0.04
59	17.6	-47	0.04
60	17.6	-47	0.04
59	17.7	-47	0.03
60	17.7	-47	0.04
60	18	-47	0.04
61	18	-47	0.03
61	18.3	-47	0.03
63	18.3	-46	0.09
67	18.6	-32	0.5
71	18.6	-18	0.5
76	18.8	-11	0.44
79	18.8	-6	0.28
77	19	5	0.19
78	19	4	0.18
82	19.2	1	0.43
85	19.2	16	0.67
86	19.4	22	0.95
88	19.4	9	0.6
95	19.6	-5	0.49
100	19.6	-3	0.77
103	19.8	-7	0.48
104	19.8	-7	0.4
107	20	-8	0.34
110	20	-12	0.46
111	20.1	-10	0.25
109	20.1	-8	0.32
107	20.3	-9	0.16
105	20.3	-10	0.31
104	20.3	-6	0.38
104	20.3	-6	0.21
104	20.5	-6	0.16
101	20.5	-6	0.44
101	20.6	-6	0.21
101	20.6	-9	0.1
100	18.8	-11	0.08
96	18.8	-10	0.15
94	17.6	-8	0.16
92	17.6	-10	0.07
91	16.4	-11	0.09
92	16.4	-7	0.16
93	15.7	6	1.24
92	15.7	37	1.21
91	15	27	0.65
89	15	33	0.8
87	14.5	47	0.73
85	14.5	23	0.78
83	14.1	10	0.71
80	14.1	2	0.62
81	13.8	-4	0.63
83	13.8	-5	0.56
86	13.6	-6	0.68
88	13.6	-8	0.6
89	13.4	14	0.83
90	13.4	30	0.49
91	13.2	39	0.25
87	13.2	43	0.15
84	13.1	47	0.2
81	13.1	33	0.68
80	13.1	12	0.6
80	13.1	-6	0.32
84	13	-10	0.36
89	13	-7	0.53
94	13	-8	0.54
97	13	-7	0.54
98	13.1	-9	0.42
97	13.1	-9	0.32
93	13.2	-9	0.53
91	13.2	-8	0.48
89	13.4	-6	0.37
87	13.4	2	0.39
87	13.5	35	1.13
84	13.5	23	0.92
81	13.7	8	0.78
83	13.7	-6	0.69
87	13.8	-7	0.55
92	13.8	-7	0.57
97	13.9	-5	0.24
99	13.9	-3	0.32
102	14	-7	0.24
102	14	-8	0.12
100	14.1	-9	0.07
100	14.1	-10	0.04
101	14.1	10	0.04
102	14.1	10	0.06
104	12.7	9	0.06
105	12.7	10	0.04
103	11.8	10	0.04
100	11.8	8	0.12
96	10.9	5	0.22
94	10.9	3	0.14
95	10.1	-4	0.33
98	10.1	-6	0.38
99	9.4	-8	0.28
97	9.4	-8	0.3
96	9.1	-9	0.42
96	9.1	-8	0.51
94	8.8	-8	0.31
93	8.8	-5	0.57
91	8.5	19	0.8
90	8.5	35	0.72
87	8.5	43	0.36
84	8.5	45	0.16
82	8.7	43	0.14
77	8.7	43	0.08
73	8.8	43	0.04
72	8.8	39	0.24
70	9	59	0.72
73	9	75	0.63
71	9.3	74	0.46
69	9.3	38	1.26
68	9.6	14	0.93
71	9.6	12	0.38
74	10.1	17	0.24
77	10.1	18	0.18
82	10.4	12	0.46
84	10.4	4	0.59
86	10.8	-2	0.6
87	10.8	-2	0.36
90	11	7	0.24
92	11	9	0.1
89	11.2	11	0.1
87	11.2	5	0.48
85	11.3	-1	0.42
84	11.3	12	0.46
85	11.5	25	0.48
