4
2013-03-16-23-14-04
66	13.4	-82	0.01
63	13.4	-82	0.01
58	12.3	-82	0.02
56	12.3	-82	0.03
58	11.7	-85	0.09
61	11.7	-83	0.05
64	11.1	-82	0.05
66	11.1	-82	0.05
68	10.9	-83	0.03
70	10.9	-83	0.02
69	10.7	-83	0.02
68	10.7	-83	0.01
66	10.9	-83	0.04
64	10.9	-83	0.04
62	11	-83	0.03
58	11	-83	0.02
53	11.1	-83	0.02
51	11.1	-83	0.02
50	10.9	-83	0.02
51	10.9	-83	0.02
50	11	-83	0.01
50	11	-83	0.01
51	11.1	-82	0.02
49	11.1	-82	0.02
51	10.9	-82	0.02
51	10.9	-82	0.02
52	10.7	-82	0.02
52	10.7	-83	0.03
54	10.5	-83	0.04
57	10.5	-84	0.07
60	10.7	-84	0.03
63	10.7	-84	0.03
64	10.5	-83	0.09
65	10.5	-83	0.05
65	10.4	-83	0.05
65	10.4	-84	0.03
64	10.2	-84	0.03
59	10.2	-84	0.02
55	10.1	-84	0.02
53	10.1	-84	0.03
51	9.7	-84	0.01
51	9.7	-84	0.01
50	9.6	-84	0.02
53	9.6	-84	0.01
52	9.6	-84	0.01
51	9.6	-84	0.01
50	9.5	-84	0.01
50	9.5	-84	0.01
50	9.2	-84	0.01
50	9.2	-84	0.01
50	8.9	-84	0.01
49	8.9	-84	0.02
50	8.6	-84	0.02
50	8.6	-84	0.01
51	8.3	-84	0.02
53	8.3	-84	0.01
55	8.4	-84	0.02
52	8.4	-84	0.02
55	8.5	-84	0.02
60	8.5	-84	0.02
56	8.8	-84	0.01
54	8.8	-84	0.01
51	8.8	-84	0.01
49	8.8	-84	0.02
51	8.8	-84	0.02
50	8.8	-84	0.02
52	9.1	-85	0.02
52	9.1	-85	0.02
54	9.4	-85	0.03
53	9.4	-85	0.02
52	9.4	-84	0.02
51	9.4	-84	0.01
49	9.4	-84	0.02
52	9.4	-84	0.01
52	9.6	-84	0.02
53	9.6	-84	0.02
53	9.6	-84	0.02
52	9.6	-84	0.01
53	9.8	-84	0.01
51	9.8	-84	0.02
51	10	-84	0.02
53	10	-84	0.01
53	10.2	-84	0.01
53	10.2	-84	0.01
53	10.7	-84	0.02
56	10.7	-84	0.01
55	10.8	-84	0.02
53	10.8	-84	0.01
54	11.2	-84	0.01
53	11.2	-84	0.01
51	11.9	-84	0.01
50	11.9	-84	0.01
49	12.5	-84	0.01
47	12.5	-84	0.01
49	12.8	-84	0.01
50	12.8	-84	0.01
49	13.3	-84	0.01
50	13.3	-84	0.01
50	13.4	-84	0.01
49	13.4	-84	0.01
49	13.3	-84	0.01
48	13.3	-84	0.01
49	14.1	-84	0.01
50	14.1	-84	0.01
53	14.8	-84	0.02
55	14.8	-84	0.02
56	15.4	-84	0.01
55	15.4	-84	0.01
51	15.6	-84	0.01
50	15.6	-84	0.02
52	15.9	-85	0.03
56	15.9	-86	0.03
57	16.4	-86	0.02
56	16.4	-86	0.01
54	17.1	-86	0.01
52	17.1	-86	0.01
49	17.5	-86	0.01
47	17.5	-86	0.01
46	18.2	-86	0.01
45	18.2	-86	0.01
46	19	-86	0.01
46	19	-86	0.01
46	18.9	-86	0.01
46	18.9	-86	0.01
46	18.6	-86	0.01
46	18.6	-86	0.01
47	18.2	-86	0.01
46	18.2	-86	0.01
49	18.2	-86	0.01
49	18.2	-86	0.01
49	18.2	-86	0.01
48	18.2	-86	0.01
47	18.2	-86	0.01
47	18.2	-86	0.01
48	17.9	-86	0.01
49	17.9	-86	0.02
49	17.6	-86	0.01
48	17.6	-86	0.01
48	17	-86	0.01
49	17	-86	0.01
48	16.5	-86	0.01
47	16.5	-86	0.01
46	16.4	-86	0.01
47	16.4	-86	0.01
48	16.5	-86	0.01
50	16.5	-86	0.01
49	17	-86	0.01
47	17	-86	0.01
46	17.1	-86	0.01
47	17.1	-86	0.01
47	17.2	-86	0.01
47	17.2	-86	0.01
48	17.2	-86	0.01
47	17.2	-86	0.01
47	17.3	-86	0.01
48	17.3	-86	0.01
50	17.7	-86	0.01
49	17.7	-86	0.01
49	18.3	-86	0.01
48	18.3	-86	0.01
47	18.6	-86	0.01
48	18.6	-86	0.01
47	18.8	-86	0.01
48	18.8	-86	0.01
48	19	-86	0.01
47	19	-86	0.01
47	19.2	-86	0.01
47	19.2	-86	0.01
47	19.4	-86	0.01
47	19.4	-86	0.01
47	19.5	-86	0.01
48	19.5	-86	0.01
48	19.4	-86	0.01
48	19.4	-86	0.01
48	19.6	-86	0.01
49	19.6	-86	0.01
50	19.4	-86	0.01
50	19.4	-86	0.01
48	19.3	-86	0.01
48	19.3	-86	0.01
47	19.4	-86	0.01
47	19.4	-86	0.01
48	19.6	-86	0.02
48	19.6	-86	0.01
47	19.7	-86	0.01
48	19.7	-86	0.01
47	19.6	-86	0.01
47	19.6	-86	0.01
47	19.7	-86	0.01
46	19.7	-86	0.01
46	19.5	-86	0.01
47	19.5	-86	0.02
47	19.7	-86	0.01
47	19.7	-86	0.01
47	19.8	-86	0.01
48	19.8	-86	0.01
48	19.9	-86	0.01
48	19.9	-86	0.01
47	20	-86	0.01
46	20	-86	0.01
46	20.1	-86	0.01
47	20.1	-86	0.01
48	20.2	-86	0.01
48	20.2	-86	0.01
48	20.3	-86	0.02
48	20.3	-86	0.01
47	20.3	-86	0.01
47	20.3	-86	0.01
48	20.4	-86	0.01
49	20.4	-86	0.01
48	20.8	-86	0.01
47	20.8	-86	0.01
46	21.1	-86	0.01
45	21.1	-86	0.01
44	21.4	-86	0.01
44	21.4	-86	0.01
45	21.6	-86	0.01
45	21.6	-86	0.01
45	21.9	-86	0.01
45	21.9	-86	0.01
45	22.1	-86	0.01
45	22.1	-86	0.01
45	22.3	-86	0.01
46	22.3	-86	0.01
46	22.4	-86	0.02
46	22.4	-86	0.01
47	22.9	-86	0.01
46	22.9	-86	0.01
47	23	-86	0.01
46	23	-86	0.01
46	23.1	-86	0.01
46	23.1	-86	0.01
46	23.2	-86	0.01
46	23.2	-86	0.01
47	23.3	-86	0.01
46	23.3	-86	0.01
46	23.3	-86	0.01
45	23.3	-86	0.01
44	23.4	-86	0.01
46	23.4	-86	0.01
46	23.2	-86	0.01
46	23.2	-86	0.01
46	23	-86	0.01
45	23	-86	0.01
46	22.8	-86	0.01
46	22.8	-86	0.01
45	22.6	-86	0.01
46	22.6	-86	0.01
46	22.4	-86	0.01
46	22.4	-86	0.01
46	22.3	-86	0.01
46	22.3	-86	0.01
46	22.2	-86	0.01
46	22.2	-86	0.01
46	22.1	-86	0.01
