4
2013-03-15-22-49-14
54	8.8	-53	0.01
53	8.8	-53	0.01
49	8.8	-53	0.01
48	8.8	-53	0.01
47	9.1	-53	0.01
48	9.1	-53	0.02
49	9.7	-53	0.02
48	9.7	-53	0.01
50	10.5	-53	0.01
50	10.5	-54	0.02
53	11.6	-54	0.02
52	11.6	-55	0.01
52	12.5	-55	0.01
54	12.5	-54	0.02
55	13.7	-54	0.03
55	13.7	-54	0.02
57	14.7	-55	0.02
55	14.7	-54	0.03
57	15.6	-53	0.02
56	15.6	-54	0.02
55	16.4	-54	0.02
55	16.4	-54	0.02
54	17.2	-55	0.02
52	17.2	-55	0.01
52	17.9	-55	0.02
50	17.9	-55	0.01
50	18.2	-55	0.01
51	18.2	-55	0.01
50	18.5	-55	0.01
50	18.5	-55	0.01
51	18.7	-55	0.01
50	18.7	-55	0.01
51	18.9	-55	0.01
50	18.9	-55	0.01
49	19.1	-55	0.01
48	19.1	-55	0.01
48	19.3	-55	0.01
48	19.3	-55	0.01
49	19.8	-55	0.01
48	19.8	-55	0.01
46	19.9	-55	0.01
48	19.9	-55	0.01
48	20	-55	0.01
47	20	-55	0.01
47	19.8	-55	0.01
48	19.8	-55	0.01
47	19.9	-55	0.01
50	19.9	-55	0.01
50	20	-55	0.01
49	20	-55	0.01
49	20.1	-55	0.02
49	20.1	-55	0.01
48	20.2	-55	0.01
49	20.2	-55	0.01
48	20.3	-55	0.01
49	20.3	-55	0.01
50	20.3	-55	0.01
50	20.3	-55	0.01
50	20.1	-55	0.01
52	20.1	-55	0.01
51	20.2	-55	0.01
51	20.2	-55	0.01
53	20.3	-55	0.01
51	20.3	-55	0.01
49	20.3	-55	0.01
49	20.3	-55	0.01
49	20.4	-55	0.01
50	20.4	-55	0.01
52	20.5	-55	0.01
50	20.5	-55	0.02
50	20.2	-55	0.01
48	20.2	-55	0.01
47	20.3	-55	0.01
46	20.3	-55	0.01
47	20.4	-55	0.01
47	20.4	-55	0.01
48	20.4	-55	0.01
48	20.4	-55	0.01
47	20.5	-55	0.01
49	20.5	-55	0.01
48	20.5	-55	0.01
48	20.5	-55	0.01
49	20.6	-55	0.01
48	20.6	-55	0.01
48	20.6	-55	0.02
49	20.6	-55	0.01
48	20.6	-55	0.01
48	20.6	-55	0.01
49	20.7	-55	0.01
48	20.7	-55	0.01
48	20.7	-55	0.01
48	20.7	-55	0.01
48	20.7	-55	0.01
48	20.7	-55	0.01
48	20.8	-55	0.01
47	20.8	-55	0.02
47	20.5	-55	0.01
48	20.5	-55	0.01
48	20.5	-55	0.01
48	20.5	-55	0.01
48	20.6	-55	0.01
48	20.6	-55	0.02
49	20.3	-55	0.01
51	20.3	-55	0.01
49	20.4	-55	0.01
47	20.4	-55	0.01
46	20.4	-55	0.01
45	20.4	-55	0.01
45	20.2	-55	0.01
46	20.2	-55	0.01
46	20.3	-55	0.01
46	20.3	-55	0.01
48	20.4	-55	0.01
47	20.4	-55	0.01
46	20.1	-55	0.01
46	20.1	-55	0.01
47	20.2	-55	0.01
46	20.2	-55	0.01
46	20	-55	0.01
46	20	-55	0.01
45	19.8	-55	0.01
48	19.8	-55	0.01
47	19.9	-55	0.01
47	19.9	-55	0.01
46	19.7	-55	0.01
47	19.7	-55	0.01
46	19.6	-55	0.01
49	19.6	-55	0.01
49	19.7	-55	0.01
47	19.7	-55	0.01
47	19.8	-55	0.01
46	19.8	-55	0.01
45	19.6	-55	0.01
44	19.6	-55	0.01
45	19.8	-55	0.01
45	19.8	-55	0.02
46	19.9	-55	0.01
46	19.9	-55	0.01
45	20	-55	0.01
46	20	-55	0.01
47	20.4	-55	0.02
48	20.4	-55	0.02
50	20.8	-55	0.02
47	20.8	-55	0.01
48	21.1	-55	0.01
49	21.1	-55	0.01
49	21.4	-55	0.01
48	21.4	-55	0.01
49	21.6	-55	0.01
47	21.6	-55	0.01
47	21.9	-55	0.01
48	21.9	-55	0.01
47	22.1	-55	0.01
49	22.1	-55	0.01
50	22.3	-55	0.01
49	22.3	-55	0.02
49	22.1	-55	0.01
49	22.1	-55	0.01
46	22.3	-55	0.01
47	22.3	-55	0.01
47	22.2	-55	0.01
47	22.2	-55	0.01
47	21.8	-55	0.01
48	21.8	-55	0.01
46	21.7	-55	0.01
46	21.7	-55	0.01
47	21.6	-55	0.01
46	21.6	-55	0.01
47	21.6	-55	0.01
46	21.6	-55	0.01
45	21.2	-55	0.01
45	21.2	-55	0.01
45	21.2	-55	0.01
46	21.2	-55	0.01
47	21.2	-55	0.01
48	21.2	-55	0.01
47	21.2	-55	0.01
48	21.2	-55	0.01
47	21.2	-55	0.01
47	21.2	-55	0.02
48	20.9	-55	0.01
47	20.9	-55	0.01
46	20.9	-55	0.01
46	20.9	-55	0.01
46	20.9	-55	0.01
46	20.9	-55	0.01
47	20.9	-55	0.02
47	20.9	-55	0.01
46	20.6	-55	0.01
47	20.6	-55	0.01
46	20.6	-55	0.01
46	20.6	-55	0.01
46	20.7	-55	0.01
47	20.7	-55	0.01
47	20.4	-55	0.01
48	20.4	-55	0.01
48	20.5	-55	0.01
48	20.5	-55	0.01
49	20.5	-55	0.01
47	20.5	-55	0.02
47	20.9	-55	0.01
46	20.9	-55	0.01
46	20.9	-55	0.01
46	20.9	-55	0.01
46	20.9	-55	0.01
