4
20130304012540
59	7.8	-83	0.4
60	7.8	-84	0.47
60	8	-89	0.39
60	8	-91	0.24
61	8.1	-91	0.13
62	8.1	-89	0.14
62	8.3	-88	0.12
62	8.3	-84	0.27
62	8.4	-82	0.12
62	8.4	-80	0.06
62	8.6	-80	0.02
61	8.6	-80	0.02
60	8.8	-80	0.02
61	8.8	-81	0.02
65	9	-81	0.02
69	9	-83	0.04
68	8.1	-86	0.17
67	8.1	-88	0.12
67	7.6	-88	0.05
68	7.6	-89	0.02
69	7.1	-89	0.02
68	7.1	-89	0.01
66	6.7	-89	0.01
64	6.7	-89	0.01
62	6.4	-89	0.01
62	6.4	-89	0.01
64	6.3	-89	0.01
65	6.3	-89	0.01
62	6.3	-89	0.01
59	6.3	-89	0.01
57	6.3	-89	0.01
59	6.3	-89	0.01
61	6.5	-89	0.01
55	6.5	-89	0.01
52	6.8	-89	0.01
52	6.8	-89	0.01
54	7	-89	0.01
58	7	-89	0.01
58	7.2	-89	0.01
56	7.2	-89	0.01
53	7.4	-89	0.01
54	7.4	-89	0.01
57	7.5	-89	0.01
58	7.5	-89	0.01
54	8	-89	0.01
54	8	-89	0.01
56	8.1	-89	0.01
60	8.1	-89	0.01
59	8.8	-89	0.03
60	8.8	-88	0.04
60	9.4	-88	0.03
60	9.4	-89	0.03
60	10	-89	0.01
60	10	-89	0.02
60	10.8	-89	0.01
59	10.8	-89	0.01
58	11.5	-89	0.01
58	11.5	-89	0.01
55	12.1	-89	0.01
51	12.1	-89	0.01
50	12.7	-89	0.01
53	12.7	-89	0.01
54	13.5	-89	0.01
52	13.5	-89	0.01
51	14	-89	0.01
52	14	-89	0.01
53	14.4	-89	0.01
53	14.4	-89	0.01
51	14.4	-89	0.01
51	14.4	-89	0.01
54	14.5	-89	0.01
55	14.5	-89	0.01
54	14.5	-89	0.01
54	14.5	-89	0.01
55	14.3	-89	0.01
58	14.3	-89	0.01
62	14.4	-89	0.01
66	14.4	-89	0.01
71	14.4	-89	0.01
71	14.4	-89	0.02
69	14.8	-89	0.02
67	14.8	-89	0.01
63	14.8	-89	0.01
